"year","flights","origin_iso","destination_iso","originregion_name","destinationregion_name","origin_name","destination_name","ftype"
2002,733,"PL","LT","ESRA East","Other Europe","Poland","Lithuania","internal"
2002,483,"IE","CZ","ESRA North-West","ESRA East","Ireland","Czech Republic","internal"
2002,3741,"DK","IT","ESRA North-West","ESRA Mediterranean","Denmark","Italy","internal"
2002,1790,"AT","RO","ESRA North-West","ESRA East","Austria","Romania","internal"
2002,733,"SK","DE","ESRA East","ESRA North-West","Slovakia","Germany","internal"
2002,227,"AL","SI","ESRA East","ESRA East","Albania","Slovenia","internal"
2002,1583,"NL","PL","ESRA North-West","ESRA East","Netherlands","Poland","internal"
2002,80,"MK","FR","ESRA East","ESRA North-West","Macedonia, the former Yugoslav Republic of","France","internal"
2002,648,"FI","LT","ESRA North-West","Other Europe","Finland","Lithuania","internal"
2002,577,"HU","ES","ESRA East","ESRA Mediterranean","Hungary","Spain","internal"
2002,715,"HU","HR","ESRA East","ESRA East","Hungary","Croatia","internal"
2002,172,"UA","FI","ESRA East","ESRA North-West","Ukraine","Finland","internal"
2002,184,"MD","CY","ESRA East","ESRA Mediterranean","Moldova, Republic of","Cyprus","internal"
2002,1794,"SE","IT","ESRA North-West","ESRA Mediterranean","Sweden","Italy","internal"
2002,1214,"BG","GB","ESRA East","ESRA North-West","Bulgaria","United Kingdom","internal"
2002,94,"NO","BG","ESRA North-West","ESRA East","Norway","Bulgaria","internal"
2002,136,"DK","SI","ESRA North-West","ESRA East","Denmark","Slovenia","internal"
2002,190,"RO","CY","ESRA East","ESRA Mediterranean","Romania","Cyprus","internal"
2002,75,"FR","MK","ESRA North-West","ESRA East","France","Macedonia, the former Yugoslav Republic of","internal"
2002,217,"TR","GE","ESRA Mediterranean","Other Europe","Turkey","Georgia","internal"
2002,563,"NO","SJ","ESRA North-West","ESRA North-West","Norway","Svalbard and Jan Mayen","internal"
2002,359,"BA","IT","ESRA East","ESRA Mediterranean","Bosnia and Herzegovina","Italy","internal"
2002,861,"FR","MT","ESRA North-West","ESRA Mediterranean","France","Malta","internal"
2002,658,"SE","LT","ESRA North-West","Other Europe","Sweden","Lithuania","internal"
2002,295,"HU","IE","ESRA East","ESRA North-West","Hungary","Ireland","internal"
2002,233,"MK","HR","ESRA East","ESRA East","Macedonia, the former Yugoslav Republic of","Croatia","internal"
2002,184,"HR","MK","ESRA East","ESRA East","Croatia","Macedonia, the former Yugoslav Republic of","internal"
2002,395,"CH","BG","ESRA North-West","ESRA East","Switzerland","Bulgaria","internal"
2002,523,"MK","SI","ESRA East","ESRA East","Macedonia, the former Yugoslav Republic of","Slovenia","internal"
2002,770,"RO","CH","ESRA East","ESRA North-West","Romania","Switzerland","internal"
2002,149,"DE","AL","ESRA North-West","ESRA East","Germany","Albania","internal"
2002,205,"TR","HR","ESRA Mediterranean","ESRA East","Turkey","Croatia","internal"
2002,238,"CY","BG","ESRA Mediterranean","ESRA East","Cyprus","Bulgaria","internal"
2002,343,"EE","LT","Other Europe","Other Europe","Estonia","Lithuania","internal"
2002,344,"CY","CZ","ESRA Mediterranean","ESRA East","Cyprus","Czech Republic","internal"
2002,334,"GR","IE","ESRA Mediterranean","ESRA North-West","Greece","Ireland","internal"
2002,282,"AT","MT","ESRA North-West","ESRA Mediterranean","Austria","Malta","internal"
2002,26,"SK","DK","ESRA East","ESRA North-West","Slovakia","Denmark","internal"
2002,137,"SI","DK","ESRA East","ESRA North-West","Slovenia","Denmark","internal"
2002,161,"MK","GR","ESRA East","ESRA Mediterranean","Macedonia, the former Yugoslav Republic of","Greece","internal"
2002,53,"EE","TR","Other Europe","ESRA Mediterranean","Estonia","Turkey","internal"
2002,39,"LV","CH","Other Europe","ESRA North-West","Latvia","Switzerland","internal"
2002,39,"CH","LV","ESRA North-West","Other Europe","Switzerland","Latvia","internal"
2002,27,"IE","PL","ESRA North-West","ESRA East","Ireland","Poland","internal"
2002,53,"FR","GI","ESRA North-West","Other Europe","France","Gibraltar","internal"
2002,25,"CH","EE","ESRA North-West","Other Europe","Switzerland","Estonia","internal"
2002,20,"DK","SK","ESRA North-West","ESRA East","Denmark","Slovakia","internal"
2002,64,"BA","NL","ESRA East","ESRA North-West","Bosnia and Herzegovina","Netherlands","internal"
2002,250,"FI","CY","ESRA North-West","ESRA Mediterranean","Finland","Cyprus","internal"
2002,177,"PT","AT","ESRA Mediterranean","ESRA North-West","Portugal","Austria","internal"
2002,138,"DK","MT","ESRA North-West","ESRA Mediterranean","Denmark","Malta","internal"
2002,102,"CZ","PT","ESRA East","ESRA Mediterranean","Czech Republic","Portugal","internal"
2002,14,"RO","SK","ESRA East","ESRA East","Romania","Slovakia","internal"
2002,291,"IE","FI","ESRA North-West","ESRA North-West","Ireland","Finland","internal"
2002,67,"NL","BG","ESRA North-West","ESRA East","Netherlands","Bulgaria","internal"
2002,1,"LV","MT","Other Europe","ESRA Mediterranean","Latvia","Malta","internal"
2002,83,"GR","HR","ESRA Mediterranean","ESRA East","Greece","Croatia","internal"
2002,4,"AL","HR","ESRA East","ESRA East","Albania","Croatia","internal"
2002,29,"SE","MK","ESRA North-West","ESRA East","Sweden","Macedonia, the former Yugoslav Republic of","internal"
2002,5,"RO","IE","ESRA East","ESRA North-West","Romania","Ireland","internal"
2002,33,"SI","PL","ESRA East","ESRA East","Slovenia","Poland","internal"
2002,49,"NO","RO","ESRA North-West","ESRA East","Norway","Romania","internal"
2002,13,"GE","BG","Other Europe","ESRA East","Georgia","Bulgaria","internal"
2002,51,"NO","IE","ESRA North-West","ESRA North-West","Norway","Ireland","internal"
2002,1,"LT","MD","Other Europe","ESRA East","Lithuania","Moldova, Republic of","internal"
2002,232,"HU","BA","ESRA East","ESRA East","Hungary","Bosnia and Herzegovina","internal"
2002,3,"MT","AL","ESRA Mediterranean","ESRA East","Malta","Albania","internal"
2002,9,"IT","AM","ESRA Mediterranean","Other Europe","Italy","Armenia","internal"
2002,5,"UA","BA","ESRA East","ESRA East","Ukraine","Bosnia and Herzegovina","internal"
2002,20,"HR","NO","ESRA East","ESRA North-West","Croatia","Norway","internal"
2002,16,"CH","LT","ESRA North-West","Other Europe","Switzerland","Lithuania","internal"
2002,1,"HU","GE","ESRA East","Other Europe","Hungary","Georgia","internal"
2002,8,"IT","GE","ESRA Mediterranean","Other Europe","Italy","Georgia","internal"
2002,1,"RO","EE","ESRA East","Other Europe","Romania","Estonia","internal"
2002,35,"EE","NO","Other Europe","ESRA North-West","Estonia","Norway","internal"
2002,10,"MT","FI","ESRA Mediterranean","ESRA North-West","Malta","Finland","internal"
2002,135,"UA","AM","ESRA East","Other Europe","Ukraine","Armenia","internal"
2002,3,"MD","ES","ESRA East","ESRA Mediterranean","Moldova, Republic of","Spain","internal"
2002,4,"LU","EE","ESRA North-West","Other Europe","Luxembourg","Estonia","internal"
2002,16,"NO","LV","ESRA North-West","Other Europe","Norway","Latvia","internal"
2002,110,"IE","HR","ESRA North-West","ESRA East","Ireland","Croatia","internal"
2002,5,"CH","GE","ESRA North-West","Other Europe","Switzerland","Georgia","internal"
2002,5,"HR","LU","ESRA East","ESRA North-West","Croatia","Luxembourg","internal"
2002,37,"MT","UA","ESRA Mediterranean","ESRA East","Malta","Ukraine","internal"
2002,4,"RO","BA","ESRA East","ESRA East","Romania","Bosnia and Herzegovina","internal"
2002,2,"MK","LU","ESRA East","ESRA North-West","Macedonia, the former Yugoslav Republic of","Luxembourg","internal"
2002,9,"EE","IE","Other Europe","ESRA North-West","Estonia","Ireland","internal"
2002,11,"IE","EE","ESRA North-West","Other Europe","Ireland","Estonia","internal"
2002,2,"BE","GI","ESRA North-West","Other Europe","Belgium","Gibraltar","internal"
2002,4,"GI","NL","Other Europe","ESRA North-West","Gibraltar","Netherlands","internal"
2002,180,"TR","SK","ESRA Mediterranean","ESRA East","Turkey","Slovakia","internal"
2002,4,"LV","BE","Other Europe","ESRA North-West","Latvia","Belgium","internal"
2002,1,"GE","HU","Other Europe","ESRA East","Georgia","Hungary","internal"
2002,5,"DE","FO","ESRA North-West","ESRA North-West","Germany","Faroe Islands","internal"
2002,3,"SK","MK","ESRA East","ESRA East","Slovakia","Macedonia, the former Yugoslav Republic of","internal"
2002,2,"IE","LV","ESRA North-West","Other Europe","Ireland","Latvia","internal"
2002,4,"PT","RO","ESRA Mediterranean","ESRA East","Portugal","Romania","internal"
2002,29,"BA","NO","ESRA East","ESRA North-West","Bosnia and Herzegovina","Norway","internal"
2002,16,"NO","BA","ESRA North-West","ESRA East","Norway","Bosnia and Herzegovina","internal"
2002,1,"MK","LV","ESRA East","Other Europe","Macedonia, the former Yugoslav Republic of","Latvia","internal"
2002,8,"GE","CY","Other Europe","ESRA Mediterranean","Georgia","Cyprus","internal"
2002,1,"MD","MK","ESRA East","ESRA East","Moldova, Republic of","Macedonia, the former Yugoslav Republic of","internal"
2002,17,"EE","GR","Other Europe","ESRA Mediterranean","Estonia","Greece","internal"
2002,64,"UA","LT","ESRA East","Other Europe","Ukraine","Lithuania","internal"
2002,1,"FO","FO","ESRA North-West","ESRA North-West","Faroe Islands","Faroe Islands","internal"
2002,2,"LV","MD","Other Europe","ESRA East","Latvia","Moldova, Republic of","internal"
2002,1,"MK","FI","ESRA East","ESRA North-West","Macedonia, the former Yugoslav Republic of","Finland","internal"
2002,1,"AL","IE","ESRA East","ESRA North-West","Albania","Ireland","internal"
2002,1,"AM","CZ","Other Europe","ESRA East","Armenia","Czech Republic","internal"
2002,2,"IE","LT","ESRA North-West","Other Europe","Ireland","Lithuania","internal"
2003,62084,"TR","TR","ESRA Mediterranean","ESRA Mediterranean","Turkey","Turkey","internal"
2003,6320,"GR","FR","ESRA Mediterranean","ESRA North-West","Greece","France","internal"
2003,63726,"DE","IT","ESRA North-West","ESRA Mediterranean","Germany","Italy","internal"
2003,63782,"IT","DE","ESRA Mediterranean","ESRA North-West","Italy","Germany","internal"
2003,1789,"AT","RO","ESRA North-West","ESRA East","Austria","Romania","internal"
2003,40829,"DE","CH","ESRA North-West","ESRA North-West","Germany","Switzerland","internal"
2003,43828,"IT","GB","ESRA Mediterranean","ESRA North-West","Italy","United Kingdom","internal"
2003,62024,"IE","GB","ESRA North-West","ESRA North-West","Ireland","United Kingdom","internal"
2003,61988,"GB","IE","ESRA North-West","ESRA North-West","United Kingdom","Ireland","internal"
2003,51988,"NL","GB","ESRA North-West","ESRA North-West","Netherlands","United Kingdom","internal"
2003,41085,"CH","DE","ESRA North-West","ESRA North-West","Switzerland","Germany","internal"
2003,4515,"DK","NL","ESRA North-West","ESRA North-West","Denmark","Netherlands","internal"
2003,24600,"GB","BE","ESRA North-West","ESRA North-West","United Kingdom","Belgium","internal"
2003,9111,"SE","NO","ESRA North-West","ESRA North-West","Sweden","Norway","internal"
2003,7247,"TR","GB","ESRA Mediterranean","ESRA North-West","Turkey","United Kingdom","internal"
2003,2090,"IT","TR","ESRA Mediterranean","ESRA Mediterranean","Italy","Turkey","internal"
2003,3370,"IE","BE","ESRA North-West","ESRA North-West","Ireland","Belgium","internal"
2003,13409,"PL","DE","ESRA East","ESRA North-West","Poland","Germany","internal"
2003,3943,"IT","DK","ESRA Mediterranean","ESRA North-West","Italy","Denmark","internal"
2003,4501,"HR","DE","ESRA East","ESRA North-West","Croatia","Germany","internal"
2003,5574,"SE","FR","ESRA North-West","ESRA North-West","Sweden","France","internal"
2003,2247,"FI","BE","ESRA North-West","ESRA North-West","Finland","Belgium","internal"
2003,4913,"ES","SE","ESRA Mediterranean","ESRA North-West","Spain","Sweden","internal"
2003,12624,"DE","SE","ESRA North-West","ESRA North-West","Germany","Sweden","internal"
2003,910,"RO","TR","ESRA East","ESRA Mediterranean","Romania","Turkey","internal"
2003,294,"MK","BG","ESRA East","ESRA East","Macedonia, the former Yugoslav Republic of","Bulgaria","internal"
2003,8988,"PT","DE","ESRA Mediterranean","ESRA North-West","Portugal","Germany","internal"
2003,2870,"LU","ES","ESRA North-West","ESRA Mediterranean","Luxembourg","Spain","internal"
2003,3360,"BE","IE","ESRA North-West","ESRA North-West","Belgium","Ireland","internal"
2003,17081,"ES","PT","ESRA Mediterranean","ESRA Mediterranean","Spain","Portugal","internal"
2003,1369,"CZ","DK","ESRA East","ESRA North-West","Czech Republic","Denmark","internal"
2003,2644,"NO","FR","ESRA North-West","ESRA North-West","Norway","France","internal"
2003,4291,"PL","DK","ESRA East","ESRA North-West","Poland","Denmark","internal"
2003,3466,"PT","NL","ESRA Mediterranean","ESRA North-West","Portugal","Netherlands","internal"
2003,2839,"TR","BE","ESRA Mediterranean","ESRA North-West","Turkey","Belgium","internal"
2003,1175,"DK","FO","ESRA North-West","ESRA North-West","Denmark","Faroe Islands","internal"
2003,845,"DK","LU","ESRA North-West","ESRA North-West","Denmark","Luxembourg","internal"
2003,3509,"FR","CZ","ESRA North-West","ESRA East","France","Czech Republic","internal"
2003,455,"SK","IT","ESRA East","ESRA Mediterranean","Slovakia","Italy","internal"
2003,547,"TR","AL","ESRA Mediterranean","ESRA East","Turkey","Albania","internal"
2003,1408,"TR","GR","ESRA Mediterranean","ESRA Mediterranean","Turkey","Greece","internal"
2003,2813,"CH","SE","ESRA North-West","ESRA North-West","Switzerland","Sweden","internal"
2003,4177,"GB","LU","ESRA North-West","ESRA North-West","United Kingdom","Luxembourg","internal"
2003,941,"CH","HR","ESRA North-West","ESRA East","Switzerland","Croatia","internal"
2003,2389,"AT","DK","ESRA North-West","ESRA North-West","Austria","Denmark","internal"
2003,212,"UA","LT","ESRA East","Other Europe","Ukraine","Lithuania","internal"
2003,2270,"HU","RO","ESRA East","ESRA East","Hungary","Romania","internal"
2003,9495,"GB","NO","ESRA North-West","ESRA North-West","United Kingdom","Norway","internal"
2003,2471,"PL","CH","ESRA East","ESRA North-West","Poland","Switzerland","internal"
2003,1749,"HU","CZ","ESRA East","ESRA East","Hungary","Czech Republic","internal"
2003,1133,"AT","FI","ESRA North-West","ESRA North-West","Austria","Finland","internal"
2003,901,"CZ","BG","ESRA East","ESRA East","Czech Republic","Bulgaria","internal"
2003,709,"CZ","HR","ESRA East","ESRA East","Czech Republic","Croatia","internal"
2003,1831,"LU","CH","ESRA North-West","ESRA North-West","Luxembourg","Switzerland","internal"
2003,62,"BA","SE","ESRA East","ESRA North-West","Bosnia and Herzegovina","Sweden","internal"
2003,3201,"GR","BE","ESRA Mediterranean","ESRA North-West","Greece","Belgium","internal"
2003,358,"IE","HU","ESRA North-West","ESRA East","Ireland","Hungary","internal"
2003,99,"MT","SE","ESRA Mediterranean","ESRA North-West","Malta","Sweden","internal"
2003,5033,"BG","DE","ESRA East","ESRA North-West","Bulgaria","Germany","internal"
2003,462,"CZ","RO","ESRA East","ESRA East","Czech Republic","Romania","internal"
2003,1514,"HR","IT","ESRA East","ESRA Mediterranean","Croatia","Italy","internal"
2003,72,"MT","CZ","ESRA Mediterranean","ESRA East","Malta","Czech Republic","internal"
2003,361,"RO","BE","ESRA East","ESRA North-West","Romania","Belgium","internal"
2003,323,"MT","CH","ESRA Mediterranean","ESRA North-West","Malta","Switzerland","internal"
2003,877,"LV","DE","Other Europe","ESRA North-West","Latvia","Germany","internal"
2003,394,"BA","SI","ESRA East","ESRA East","Bosnia and Herzegovina","Slovenia","internal"
2003,872,"CH","IE","ESRA North-West","ESRA North-West","Switzerland","Ireland","internal"
2003,138,"AT","EE","ESRA North-West","Other Europe","Austria","Estonia","internal"
2003,446,"GR","IE","ESRA Mediterranean","ESRA North-West","Greece","Ireland","internal"
2003,70,"LT","ES","Other Europe","ESRA Mediterranean","Lithuania","Spain","internal"
2003,308,"LV","GB","Other Europe","ESRA North-West","Latvia","United Kingdom","internal"
2003,494,"BG","TR","ESRA East","ESRA Mediterranean","Bulgaria","Turkey","internal"
2003,292,"LV","UA","Other Europe","ESRA East","Latvia","Ukraine","internal"
2003,871,"DE","LV","ESRA North-West","Other Europe","Germany","Latvia","internal"
2003,196,"HR","TR","ESRA East","ESRA Mediterranean","Croatia","Turkey","internal"
2003,345,"PL","SK","ESRA East","ESRA East","Poland","Slovakia","internal"
2003,413,"GB","LT","ESRA North-West","Other Europe","United Kingdom","Lithuania","internal"
2003,464,"EE","LT","Other Europe","Other Europe","Estonia","Lithuania","internal"
2003,2055,"GR","SE","ESRA Mediterranean","ESRA North-West","Greece","Sweden","internal"
2003,541,"HU","SE","ESRA East","ESRA North-West","Hungary","Sweden","internal"
2003,223,"GE","DE","Other Europe","ESRA North-West","Georgia","Germany","internal"
2003,1270,"GR","HU","ESRA Mediterranean","ESRA East","Greece","Hungary","internal"
2003,278,"NO","CY","ESRA North-West","ESRA Mediterranean","Norway","Cyprus","internal"
2003,140,"HU","HU","ESRA East","ESRA East","Hungary","Hungary","internal"
2003,22,"MK","FR","ESRA East","ESRA North-West","Macedonia, the former Yugoslav Republic of","France","internal"
2003,1234,"DE","SK","ESRA North-West","ESRA East","Germany","Slovakia","internal"
2003,121,"GE","TR","Other Europe","ESRA Mediterranean","Georgia","Turkey","internal"
2003,33,"LU","PL","ESRA North-West","ESRA East","Luxembourg","Poland","internal"
2003,331,"SI","CZ","ESRA East","ESRA East","Slovenia","Czech Republic","internal"
2003,647,"UA","GB","ESRA East","ESRA North-West","Ukraine","United Kingdom","internal"
2003,202,"GB","FO","ESRA North-West","ESRA North-West","United Kingdom","Faroe Islands","internal"
2003,591,"DE","EE","ESRA North-West","Other Europe","Germany","Estonia","internal"
2003,246,"FI","PT","ESRA North-West","ESRA Mediterranean","Finland","Portugal","internal"
2003,313,"UA","ES","ESRA East","ESRA Mediterranean","Ukraine","Spain","internal"
2003,404,"NO","IT","ESRA North-West","ESRA Mediterranean","Norway","Italy","internal"
2003,377,"CH","CY","ESRA North-West","ESRA Mediterranean","Switzerland","Cyprus","internal"
2003,67,"NO","FO","ESRA North-West","ESRA North-West","Norway","Faroe Islands","internal"
2003,201,"NL","SI","ESRA North-West","ESRA East","Netherlands","Slovenia","internal"
2003,345,"AT","MT","ESRA North-West","ESRA Mediterranean","Austria","Malta","internal"
2003,480,"HR","SI","ESRA East","ESRA East","Croatia","Slovenia","internal"
2003,168,"UA","BG","ESRA East","ESRA East","Ukraine","Bulgaria","internal"
2003,34,"BA","FR","ESRA East","ESRA North-West","Bosnia and Herzegovina","France","internal"
2003,36,"PL","LU","ESRA East","ESRA North-West","Poland","Luxembourg","internal"
2003,121,"NL","BA","ESRA North-West","ESRA East","Netherlands","Bosnia and Herzegovina","internal"
2003,43,"BG","LU","ESRA East","ESRA North-West","Bulgaria","Luxembourg","internal"
2003,46,"UA","MD","ESRA East","ESRA East","Ukraine","Moldova, Republic of","internal"
2003,99,"ES","HR","ESRA Mediterranean","ESRA East","Spain","Croatia","internal"
2003,348,"NO","TR","ESRA North-West","ESRA Mediterranean","Norway","Turkey","internal"
2003,191,"TR","MK","ESRA Mediterranean","ESRA East","Turkey","Macedonia, the former Yugoslav Republic of","internal"
2003,4,"BE","MD","ESRA North-West","ESRA East","Belgium","Moldova, Republic of","internal"
2003,130,"SK","TR","ESRA East","ESRA Mediterranean","Slovakia","Turkey","internal"
2003,147,"LU","TR","ESRA North-West","ESRA Mediterranean","Luxembourg","Turkey","internal"
2003,34,"RO","MT","ESRA East","ESRA Mediterranean","Romania","Malta","internal"
2003,29,"IE","SI","ESRA North-West","ESRA East","Ireland","Slovenia","internal"
2003,121,"MT","DK","ESRA Mediterranean","ESRA North-West","Malta","Denmark","internal"
2003,36,"PL","SI","ESRA East","ESRA East","Poland","Slovenia","internal"
2003,221,"IE","NO","ESRA North-West","ESRA North-West","Ireland","Norway","internal"
2003,73,"EE","NO","Other Europe","ESRA North-West","Estonia","Norway","internal"
2003,66,"ES","LT","ESRA Mediterranean","Other Europe","Spain","Lithuania","internal"
2003,36,"GI","FR","Other Europe","ESRA North-West","Gibraltar","France","internal"
2003,10,"BG","GE","ESRA East","Other Europe","Bulgaria","Georgia","internal"
2003,9,"LU","LT","ESRA North-West","Other Europe","Luxembourg","Lithuania","internal"
2003,758,"GR","FI","ESRA Mediterranean","ESRA North-West","Greece","Finland","internal"
2003,24,"IE","SK","ESRA North-West","ESRA East","Ireland","Slovakia","internal"
2003,15,"TR","MT","ESRA Mediterranean","ESRA Mediterranean","Turkey","Malta","internal"
2003,34,"IE","PL","ESRA North-West","ESRA East","Ireland","Poland","internal"
2003,228,"LU","GR","ESRA North-West","ESRA Mediterranean","Luxembourg","Greece","internal"
2003,199,"CY","DK","ESRA Mediterranean","ESRA North-West","Cyprus","Denmark","internal"
2003,247,"FI","BG","ESRA North-West","ESRA East","Finland","Bulgaria","internal"
2003,8,"CH","GE","ESRA North-West","Other Europe","Switzerland","Georgia","internal"
2003,56,"BE","LV","ESRA North-West","Other Europe","Belgium","Latvia","internal"
2003,2,"GE","MD","Other Europe","ESRA East","Georgia","Moldova, Republic of","internal"
2003,30,"DK","SK","ESRA North-West","ESRA East","Denmark","Slovakia","internal"
2003,6,"GI","DK","Other Europe","ESRA North-West","Gibraltar","Denmark","internal"
2003,2,"MD","GB","ESRA East","ESRA North-West","Moldova, Republic of","United Kingdom","internal"
2003,10,"UA","IE","ESRA East","ESRA North-West","Ukraine","Ireland","internal"
2003,3,"GE","RO","Other Europe","ESRA East","Georgia","Romania","internal"
2003,1,"LU","MD","ESRA North-West","ESRA East","Luxembourg","Moldova, Republic of","internal"
2003,14,"LT","CH","Other Europe","ESRA North-West","Lithuania","Switzerland","internal"
2003,3,"SI","NO","ESRA East","ESRA North-West","Slovenia","Norway","internal"
2003,13,"LU","GE","ESRA North-West","Other Europe","Luxembourg","Georgia","internal"
2003,6,"GB","AL","ESRA North-West","ESRA East","United Kingdom","Albania","internal"
2003,9,"MK","BA","ESRA East","ESRA East","Macedonia, the former Yugoslav Republic of","Bosnia and Herzegovina","internal"
2003,5,"GE","AL","Other Europe","ESRA East","Georgia","Albania","internal"
2003,4,"NO","SI","ESRA North-West","ESRA East","Norway","Slovenia","internal"
2003,3,"IE","MK","ESRA North-West","ESRA East","Ireland","Macedonia, the former Yugoslav Republic of","internal"
2003,7,"MT","MT","ESRA Mediterranean","ESRA Mediterranean","Malta","Malta","internal"
2003,14,"FI","LU","ESRA North-West","ESRA North-West","Finland","Luxembourg","internal"
2003,13,"LU","FI","ESRA North-West","ESRA North-West","Luxembourg","Finland","internal"
2003,2,"MT","GI","ESRA Mediterranean","Other Europe","Malta","Gibraltar","internal"
2003,4,"HR","LV","ESRA East","Other Europe","Croatia","Latvia","internal"
2003,4,"EE","BG","Other Europe","ESRA East","Estonia","Bulgaria","internal"
2003,1,"AM","ES","Other Europe","ESRA Mediterranean","Armenia","Spain","internal"
2003,14,"SI","PT","ESRA East","ESRA Mediterranean","Slovenia","Portugal","internal"
2003,4,"LT","RO","Other Europe","ESRA East","Lithuania","Romania","internal"
2003,11,"LU","SK","ESRA North-West","ESRA East","Luxembourg","Slovakia","internal"
2003,2,"GI","LT","Other Europe","Other Europe","Gibraltar","Lithuania","internal"
2003,3,"MD","LT","ESRA East","Other Europe","Moldova, Republic of","Lithuania","internal"
2003,2,"LT","SI","Other Europe","ESRA East","Lithuania","Slovenia","internal"
2003,2,"IE","LV","ESRA North-West","Other Europe","Ireland","Latvia","internal"
2003,2,"MK","CY","ESRA East","ESRA Mediterranean","Macedonia, the former Yugoslav Republic of","Cyprus","internal"
2003,4,"MD","PL","ESRA East","ESRA East","Moldova, Republic of","Poland","internal"
2003,1,"GI","FI","Other Europe","ESRA North-West","Gibraltar","Finland","internal"
2003,2,"IE","MD","ESRA North-West","ESRA East","Ireland","Moldova, Republic of","internal"
2003,31,"GE","IT","Other Europe","ESRA Mediterranean","Georgia","Italy","internal"
2003,2,"NL","AL","ESRA North-West","ESRA East","Netherlands","Albania","internal"
2003,4,"HR","EE","ESRA East","Other Europe","Croatia","Estonia","internal"
2003,13,"NO","BA","ESRA North-West","ESRA East","Norway","Bosnia and Herzegovina","internal"
2003,3,"EE","SK","Other Europe","ESRA East","Estonia","Slovakia","internal"
2003,1,"MD","FO","ESRA East","ESRA North-West","Moldova, Republic of","Faroe Islands","internal"
2003,1,"FO","NL","ESRA North-West","ESRA North-West","Faroe Islands","Netherlands","internal"
2003,14,"GE","ES","Other Europe","ESRA Mediterranean","Georgia","Spain","internal"
2003,1,"GI","HR","Other Europe","ESRA East","Gibraltar","Croatia","internal"
2003,5,"IE","BA","ESRA North-West","ESRA East","Ireland","Bosnia and Herzegovina","internal"
2003,1,"LV","HR","Other Europe","ESRA East","Latvia","Croatia","internal"
2003,2,"HU","EE","ESRA East","Other Europe","Hungary","Estonia","internal"
2003,1,"BA","MD","ESRA East","ESRA East","Bosnia and Herzegovina","Moldova, Republic of","internal"
2003,1,"SK","AL","ESRA East","ESRA East","Slovakia","Albania","internal"
2003,1,"FI","MD","ESRA North-West","ESRA East","Finland","Moldova, Republic of","internal"
2004,62419,"GB","IE","ESRA North-West","ESRA North-West","United Kingdom","Ireland","internal"
2004,81432,"TR","TR","ESRA Mediterranean","ESRA Mediterranean","Turkey","Turkey","internal"
2004,45345,"FR","ES","ESRA North-West","ESRA Mediterranean","France","Spain","internal"
2004,1764,"HR","IT","ESRA East","ESRA Mediterranean","Croatia","Italy","internal"
2004,4517,"NO","ES","ESRA North-West","ESRA Mediterranean","Norway","Spain","internal"
2004,15161,"IT","BE","ESRA Mediterranean","ESRA North-West","Italy","Belgium","internal"
2004,10471,"CZ","DE","ESRA East","ESRA North-West","Czech Republic","Germany","internal"
2004,1932,"GR","TR","ESRA Mediterranean","ESRA Mediterranean","Greece","Turkey","internal"
2004,15736,"GB","PT","ESRA North-West","ESRA Mediterranean","United Kingdom","Portugal","internal"
2004,11489,"FR","PT","ESRA North-West","ESRA Mediterranean","France","Portugal","internal"
2004,110988,"ES","GB","ESRA Mediterranean","ESRA North-West","Spain","United Kingdom","internal"
2004,50709,"GB","NL","ESRA North-West","ESRA North-West","United Kingdom","Netherlands","internal"
2004,3956,"MT","GB","ESRA Mediterranean","ESRA North-West","Malta","United Kingdom","internal"
2004,149,"AM","GB","Other Europe","ESRA North-West","Armenia","United Kingdom","internal"
2004,498,"CY","NL","ESRA Mediterranean","ESRA North-West","Cyprus","Netherlands","internal"
2004,82201,"GB","FR","ESRA North-West","ESRA North-West","United Kingdom","France","internal"
2004,4536,"AT","NL","ESRA North-West","ESRA North-West","Austria","Netherlands","internal"
2004,8958,"DE","PT","ESRA North-West","ESRA Mediterranean","Germany","Portugal","internal"
2004,3369,"PT","CH","ESRA Mediterranean","ESRA North-West","Portugal","Switzerland","internal"
2004,4871,"NL","DK","ESRA North-West","ESRA North-West","Netherlands","Denmark","internal"
2004,4095,"AT","ES","ESRA North-West","ESRA Mediterranean","Austria","Spain","internal"
2004,15737,"PT","GB","ESRA Mediterranean","ESRA North-West","Portugal","United Kingdom","internal"
2004,16421,"BE","DE","ESRA North-West","ESRA North-West","Belgium","Germany","internal"
2004,467,"RO","CH","ESRA East","ESRA North-West","Romania","Switzerland","internal"
2004,1527,"GR","ES","ESRA Mediterranean","ESRA Mediterranean","Greece","Spain","internal"
2004,781,"HU","FI","ESRA East","ESRA North-West","Hungary","Finland","internal"
2004,1950,"NL","FI","ESRA North-West","ESRA North-West","Netherlands","Finland","internal"
2004,2489,"HU","CH","ESRA East","ESRA North-West","Hungary","Switzerland","internal"
2004,812,"FR","BG","ESRA North-West","ESRA East","France","Bulgaria","internal"
2004,3288,"GR","BE","ESRA Mediterranean","ESRA North-West","Greece","Belgium","internal"
2004,3441,"SK","CZ","ESRA East","ESRA East","Slovakia","Czech Republic","internal"
2004,3658,"FI","GB","ESRA North-West","ESRA North-West","Finland","United Kingdom","internal"
2004,15283,"GB","DK","ESRA North-West","ESRA North-West","United Kingdom","Denmark","internal"
